playerID,name,year,loc,numgames,totalwinnings,state,studentflag,lat,lon
9085,Brandon Barnes,2014,"Park Forest, Illinois",1,-1000,illinois,,41.4914236,-87.6744891
1209,Joey Bland,2005,"Chicago, Illinois",3,81000,illinois,,41.8755546,-87.6244212
1165,John Fitzgibbon,1996,"Chicago, Illinois",1,1600,illinois,,41.8755546,-87.6244212
8553,Liz Kelly,2013,"Chicago, Illinois",1,99,illinois,,41.8755546,-87.6244212
8555,Dawn Owens-Nicholson,2013,"Champaign, Illinois",1,21000,illinois,,40.1164205,-88.2433829
8004,Daniel Pasquini-Salazar,2012,"Chicago, Illinois",1,1,illinois,,41.8755546,-87.6244212
8007,Margaret Minett-Longdon,2012,"Winnebago, Illinois",1,8800,illinois,,42.3255276,-89.1496574
2316,Christine Walker,2002,"Evanston, Illinois",1,0,illinois,,42.0447388,-87.6930459
3777,Katy Hardy,2007,"Cuba, Illinois",1,7600,illinois,,40.4928181,-90.1906768
4656,Adrienne Horrigan,2008,"Chicago, Illinois",1,1000,illinois,,41.8755546,-87.6244212
7883,Eileen Quinlan,1998,"Chicago, Illinois",1,8400,illinois,,41.8755546,-87.6244212
7882,Anna-Lise Santella,2012,"Trout Valley, Illinois",3,46200,illinois,,42.1980798,-88.2534159
8832,Jerry Slowik,2013,"Arlington Heights, Illinois",6,139194,illinois,,42.0812678,-87.9800662
7678,Anne Rozek,2012,"Perry, Illinois",1,11500,illinois,TRUE,38.0772859,-89.3760499
1281,Mario Zaragoza,1996,"Chicago, Illinois",1,4600,illinois,,41.8755546,-87.6244212
1578,Kenny Schlax,2006,"Deerfield, Illinois",1,1199,illinois,TRUE,42.1711365,-87.8445119
8054,Jessica Lee,2012,"Evanston, Illinois",1,3900,illinois,,42.0447388,-87.6930459
5993,Benny Meyers,2009,"Skokie, Illinois",1,9000,illinois,,42.0333694,-87.7333972
4677,Hunter Brown,2008,"Wheaton, Illinois",2,59998,illinois,TRUE,41.8639233,-88.1129507
6783,Sarah Sumadi,2010,"Chicago, Illinois",1,4799,illinois,,41.8755546,-87.6244212
3521,Ben Bass,2002,"Chicago, Illinois",4,92804,illinois,,41.8755546,-87.6244212
3528,Julie Moncrieff,2002,"Chicago, Illinois",3,0,illinois,,41.8755546,-87.6244212
2150,John Perez,2006,"Chicago, Illinois",1,14000,illinois,,41.8755546,-87.6244212
2699,Mick Malicki,1997,"La Grange Park, Illinois",1,300,illinois,,41.8333646,-87.8677324
2691,Eileen Davenport,1997,"Chicago, Illinois",1,2500,illinois,,41.8755546,-87.6244212
8530,Lance Lawson,1987,"Moline, Illinois",1,2200,illinois,,41.5067003,-90.5151342
4284,Clare Willis,2007,"Chicago, Illinois",1,500,illinois,,41.8755546,-87.6244212
4757,Ben Hunt,2008,"Chicago, Illinois",1,16399,illinois,,41.8755546,-87.6244212
5873,Dan Smith,2009,"Chicago, Illinois",4,134404,illinois,,41.8755546,-87.6244212
5871,Lizz Mullowney,2003,"Crystal Lake, Illinois",1,300,illinois,TRUE,42.2411344,-88.3161965
4637,Erin Weller,1999,"Evanston, Illinois",2,11600,illinois,,42.0447388,-87.6930459
2199,Mike Rohan,2001,"Orland Park, Illinois",1,16700,illinois,,41.6303103,-87.8539425
2040,Ellen Rourke,2001,"Chicago, Illinois",2,3202,illinois,,41.8755546,-87.6244212
6194,Nina Ginocchio,2009,"Park Ridge, Illinois",4,76800,illinois,,42.0111412,-87.8406192
6198,Mike Scott,2002,"Lake Villa, Illinois",1,18000,illinois,TRUE,42.4169651,-88.0739708
2732,Robin Hoffmann,1988,"Peoria, Illinois",1,5,illinois,,40.6938609,-89.5891008
7204,Kate Rowland,2011,"Chicago, Illinois",2,32802,illinois,,41.8755546,-87.6244212
1551,Barb Fuson,1997,"Decatur, Illinois",1,3800,illinois,,39.8628075,-88.89387182
3033,Jared Thompson,2006,"Eureka, Illinois",3,61500,illinois,,40.721423,-89.2728596
8707,Andrew Mugica,2013,"Libertyville, Illinois",1,0,illinois,,42.2830786,-87.9531303
5608,Jillian Rebmann,2008,"Peoria, Illinois",1,2742,illinois,,40.6938609,-89.5891008
229,Gardner Stern,1986,"Chicago, Illinois",2,25200,illinois,,41.8755546,-87.6244212
4771,Paul Marchegiani,1999,"Evanston, Illinois",1,600,illinois,TRUE,42.0447388,-87.6930459
4779,Nicole Thibodeau,1999,"Elmwood Park, Illinois",1,100,illinois,TRUE,41.9205931,-87.8160169
5814,Alan Kluegel,2009,"Urbana, Illinois",1,100,illinois,,40.1117174,-88.207301
4614,Kate Pedersen,2008,"Springfield, Illinois",1,100,illinois,,39.7989763,-89.6443688
5458,Jim Davis,2008,"Freeport, Illinois",3,91203,illinois,,42.2966861,-89.6212271
4887,Jim Austgen,1999,"Winfield, Illinois",1,1625,illinois,,41.8616956,-88.1609031
6240,John Fabros,2000,"Downers Grove, Illinois",1,11000,illinois,TRUE,41.7946074,-88.0068999
8876,Kyle Reynolds,1992,"Chicago, Illinois",1,12001,illinois,,41.8755546,-87.6244212
5256,Kate Marciniak,1993,"Chicago, Illinois",1,0,illinois,,41.8755546,-87.6244212
8180,Jordan Villanueva,2013,"Moweaqua, Illinois",1,4799,illinois,TRUE,39.6247614,-89.0189684
3904,Michael Greer,1999,"Chicago, Illinois, now stationed at Ramstein, Germany",1,14400,illinois,,,
6744,Rachel Pildis,2010,"Oak Park, Illinois",2,24000,illinois,,41.8850317,-87.7845025
3477,Mary Mansfield,2002,"Odell, Illinois",3,0,illinois,,41.003643,-88.5253364
3658,Pam Spitzner,2007,"Chicago, Illinois",1,16400,illinois,,41.8755546,-87.6244212
2525,Maribeth Swiatek,1997,"Chicago, Illinois",2,17998,illinois,,41.8755546,-87.6244212
5069,Mari Webel,1998,"Carbondale, Illinois",1,2600,illinois,TRUE,37.7274692,-89.216655
5068,Lucas Bergman,1998,"Quincy, Illinois",1,0,illinois,TRUE,39.9356016,-91.4098727
927,Oscar Avila,2005,"Chicago, Illinois",1,2400,illinois,,41.8755546,-87.6244212
786,Bernie Cullen,1996,"Chicago, Illinois",7,100800,illinois,,41.8755546,-87.6244212
7156,Anthony Fox,2011,"Arlington Heights, Illinois",5,79000,illinois,,42.0812678,-87.9800662
2136,Sandy Andina,1996,"Chicago, Illinois",1,1599,illinois,,41.8755546,-87.6244212
4798,Jacob Gold,2008,"Chicago, Illinois",1,0,illinois,,41.8755546,-87.6244212
4891,Tom Crawford,1999,"Chicago, Illinois",2,12000,illinois,,41.8755546,-87.6244212
6263,Anastasia Knasiak,2000,"Brookfield, Illinois",1,8200,illinois,TRUE,41.8228378,-87.848085
8894,Debra Malki,1988,"Winnetka, Illinois",1,1,illinois,,42.1080834,-87.7358951
3469,Marty Daly,1999,"Naperville, Illinois",1,8700,illinois,,41.7729107,-88.147867
3468,June Murphy,1999,"Champaign, Illinois",1,1,illinois,,40.1164205,-88.2433829
2400,Dave Zehner,1997,"Chicago, Illinois",1,3200,illinois,,41.8755546,-87.6244212
485,Lori Drummond,1997,"Rockford, Illinois",1,1,illinois,,42.2713945,-89.093966
6460,Bonny Jain,2009,"Moline, Illinois",1,4134,illinois,TRUE,41.5067003,-90.5151342
6466,Zach Blumenfeld,2009,"Lincolnshire, Illinois",2,103998,illinois,TRUE,42.1900249,-87.9084039
7743,Beau Henson,2012,"Mt. Carmel, Illinois",4,64004,illinois,,38.4108801,-87.7614174
6726,Todd Aiello,2010,"Chicago, Illinois",1,27595,illinois,,41.8755546,-87.6244212
8300,Jim Craner,2013,"Riverton, Illinois",1,8800,illinois,,39.8442164,-89.5395417
2542,Joe Spencer,1997,"Urbana, Illinois",1,50,illinois,,40.1117174,-88.207301
8936,Padraic Connelly,2014,"Chicago, Illinois",1,4519,illinois,,41.8755546,-87.6244212
1696,Diane Pietrzak,1998,"Algonquin, Illinois",1,1199,illinois,,42.1655801,-88.2942493
5584,Jeff Thompson,2003,"Lake Forest, Illinois",2,38000,illinois,,42.2586342,-87.840625
2285,Andrew Goldfein,2001,"Lincolnwood, Illinois",1,0,illinois,TRUE,42.0055985,-87.735572
4539,C.W. Van Baale,2001,"Chicago, Illinois",1,-1300,illinois,,41.8755546,-87.6244212
6591,Neel Varde,2010,"St. Charles, Illinois",2,60002,illinois,,41.9141984,-88.3086977
7913,Charlie Orlowek,1987,"Chicago, Illinois",1,0,illinois,,41.8755546,-87.6244212
7916,Lynn Welch,2012,"Evanston, Illinois",1,14398,illinois,,42.0447388,-87.6930459
183,Adam Brower,1998,"Chicago, Illinois",1,10000,illinois,,41.8755546,-87.6244212
3444,Theresa Marketti,1999,"Homewood, Illinois",1,2199,illinois,,41.5572567,-87.6656015
5219,Bob Strybel,2002,"Orland Park, Illinois",1,5000,illinois,,41.6303103,-87.8539425
3055,David Sales,2001,"Northbrook, Illinois",1,6199,illinois,,42.1296875,-87.830542
1310,Mita Choudhury,1997,"Chicago, Illinois",1,1500,illinois,,41.8755546,-87.6244212
1319,Heidi Shultz,1997,"Rockford, Illinois",1,7400,illinois,,42.2713945,-89.093966
7727,Sue Anderson,2012,"Peoria, Illinois",1,3400,illinois,,40.6938609,-89.5891008
4444,Pat Grady,2000,"Palatine, Illinois",4,35200,illinois,,42.1103041,-88.03424
3090,Janet Torpy,2001,"Rockford, Illinois",1,4500,illinois,,42.2713945,-89.093966
1489,Amanda Pompili,2006,"Chicago, Illinois",1,0,illinois,,41.8755546,-87.6244212
3427,Phil Bentley,1993,"Chicago, Illinois",1,7801,illinois,,41.8755546,-87.6244212
4589,Nafis Abdullah,2008,"Chicago, Illinois",1,7300,illinois,,41.8755546,-87.6244212
1906,Helen Harnett,1998,"Chicago, Illinois",1,1,illinois,,41.8755546,-87.6244212
1334,Tim Rosendale,1997,"Evanston, Illinois",1,1400,illinois,,42.0447388,-87.6930459
1336,Charles Bagot,2005,"Chicago, Illinois",1,2401,illinois,,41.8755546,-87.6244212
8899,Don Gwinn,2014,"Virden, Illinois",1,14400,illinois,,39.5008866,-89.7678747
8769,Rico Vazquez,2013,"Elmhurst, Illinois",1,11400,illinois,,41.8994745,-87.9403418
4462,John Draz,2000,"Chicago, Illinois",4,34404,illinois,,41.8755546,-87.6244212
6328,Joe Wolke,2004,"Northbrook, Illinois",2,0,illinois,,42.1296875,-87.830542
2832,Susan Robbins,2002,"Chicago, Illinois",3,0,illinois,,41.8755546,-87.6244212
1433,Eve Bjork,2006,"Berwyn, Illinois",1,7719,illinois,,41.8505874,-87.7936685
1885,Bruce Monroe,1998,"Springfield, Illinois",1,6600,illinois,,39.7989763,-89.6443688
8591,Sarah Orzalli,2013,"Chicago, Illinois",1,100,illinois,,41.8755546,-87.6244212
5894,Charles Murphy,2009,"Westmont, Illinois",1,6200,illinois,,41.7958639,-87.9756175
2128,Michael Angel,1999,"Champaign, Illinois",1,3000,illinois,,40.1164205,-88.2433829
6130,Larry Shackley,1994,"Wheaton, Illinois",1,11200,illinois,,41.8639233,-88.1129507
2066,Marcia Jensen,2006,"Mount Vernon, Illinois",1,4991,illinois,,38.3172715,-88.9031201
3987,Greg Sorenson,1998,"Evanston, Illinois",1,10,illinois,,42.0447388,-87.6930459
289,Tom Nichols,1997,"Lemont, Illinois",1,-1000,illinois,,41.673642,-88.0017261
6309,Mary Naam,2003,"Effingham, Illinois",1,0,illinois,TRUE,39.1201433,-88.54348
8958,Sean Sullivan,2014,"Chicago, Illinois",1,15199,illinois,,41.8755546,-87.6244212
569,Paul Gutowski,1997,"Rockford, Illinois",8,115208,illinois,,42.2713945,-89.093966
3376,Lauren Kostas,2002,"Chicago, Illinois",1,0,illinois,,41.8755546,-87.6244212
5427,Jennifer Lajewski,2004,"Oak Park, Illinois",1,300,illinois,,41.8850317,-87.7845025
5426,Kate Carlyle,2004,"New Lenox, Illinois",1,1200,illinois,,41.5119761,-87.9656098
7514,Ted Simmons,2011,"Chicago, Illinois",1,0,illinois,,41.8755546,-87.6244212
4525,Vivian Moyle,2001,"Elmhurst, Illinois",1,-500,illinois,,41.8994745,-87.9403418
6584,Breanne Reinhard Smith,2009,"Arcola, Illinois",1,5000,illinois,,39.684755,-88.3064367
8389,Daniel Donohue,2013,"Arlington Heights, Illinois",2,28000,illinois,TRUE,42.0812678,-87.9800662
4387,John Trzaska,1999,"Chicago, Illinois",1,1,illinois,,41.8755546,-87.6244212
6362,Rachel Landau,2009,"Chicago, Illinois",1,-2000,illinois,,41.8755546,-87.6244212
3087,Joe Collins,2001,"Lincolnwood, Illinois",2,18802,illinois,,42.0055985,-87.735572
5199,Scott Hermes,2002,"Des Plaines, Illinois",1,17800,illinois,,42.0415823,-87.8873916
3350,Su Kim,2007,"Elgin, Illinois",4,70800,illinois,,42.0372487,-88.2811895
3359,Jon Nuckles,2002,"Evanston, Illinois",1,0,illinois,,42.0447388,-87.6930459
8446,Tim Anderson,2013,"Rockford, Illinois",4,72000,illinois,,42.2713945,-89.093966
2204,Catherine Skeen,2001,"Chicago, Illinois",1,15400,illinois,,41.8755546,-87.6244212
7335,Grafton Brown,2011,"Chicago, Illinois",1,5000,illinois,,41.8755546,-87.6244212
8149,Joan Blinn,2013,"Chicago, Illinois",2,34000,illinois,,41.8755546,-87.6244212
50,Matt Kleinmaier,2004,"Chicago, Illinois",1,8100,illinois,,41.8755546,-87.6244212
1398,Rex Babiera,2005,"Chicago, Illinois",3,68700,illinois,,41.8755546,-87.6244212
1394,Joan Friedman,1997,"Urbana, Illinois",1,6400,illinois,,40.1117174,-88.207301
1390,Claudia Traudt,1997,"Chicago, Illinois",1,2399,illinois,,41.8755546,-87.6244212
7833,Julie Zukowski,2012,"Crystal Lake, Illinois",1,10300,illinois,,42.2411344,-88.3161965
7836,Jim Virtel,2012,"Lemont, Illinois",1,5999,illinois,,41.673642,-88.0017261
1546,Tawney Pearson,2006,"Peoria, Illinois",1,2400,illinois,,40.6938609,-89.5891008
4999,Shawn Colvin,1999,"Carbondale, Illinois",1,7200,illinois,,37.7274692,-89.216655
1490,Bob Aumann,1993,"Palatine, Illinois",1,5000,illinois,,42.1103041,-88.03424
6505,Ben Davis,2009,"Chicago, Illinois",3,62403,illinois,,41.8755546,-87.6244212
3808,Marilyn Cuca,1997,"Arlington Heights, Illinois",1,11900,illinois,,42.0812678,-87.9800662
3803,Denise Mikrut,1997,"Manteno, Illinois",2,21400,illinois,,41.2506759,-87.8314299
8465,Judith Kallen Dry,1987,"Chicago, Illinois",1,-200,illinois,,41.8755546,-87.6244212
7397,Scott Goldstein,2011,"Chicago, Illinois",1,21599,illinois,,41.8755546,-87.6244212
2229,Matt Smith,1999,"Naperville, Illinois",1,4000,illinois,,41.7729107,-88.147867
2223,Liz Zoller,2002,"Chicago, Illinois",1,6801,illinois,,41.8755546,-87.6244212
4506,Stewart Myrent,2007,"Chicago, Illinois",1,1,illinois,,41.8755546,-87.6244212
7319,Joe McKee,2011,"Palos Heights, Illinois",3,67800,illinois,,41.6681632,-87.7962812
5718,Michael Vesely,2003,"Oak Park, Illinois",1,7000,illinois,,41.8850317,-87.7845025
4491,Robin Jones,2000,"Urbana, Illinois",3,31203,illinois,,40.1117174,-88.207301
68,Lorna Johnson,2004,"Willowbrook, Illinois",1,2200,illinois,TRUE,41.7697533,-87.9358931
502,Harry Bork,1991,"Antioch, Illinois",1,100,illinois,,42.4772418,-88.0956396
4562,Nicole Steeves,2008,"Chicago, Illinois",1,9200,illinois,,41.8755546,-87.6244212
9037,Julia Collins,2014,"Kenilworth, Illinois",21,327705,illinois,,42.0894728,-87.7149295
3107,Logan Bell,2001,"Rock Falls, Illinois",2,18200,illinois,TRUE,41.7797533,-89.6889967
3102,Farah Zolghadr,2001,"Springfield, Illinois",1,6500,illinois,TRUE,39.7989763,-89.6443688
1563,Fazal Khan,1997,"Champaign, Illinois",1,9880,illinois,,40.1164205,-88.2433829
2387,Debra Mack,2006,"Chicago, Illinois",1,11600,illinois,,41.8755546,-87.6244212
2388,Brent Tabacchi,2006,"Decatur, Illinois",1,4200,illinois,,39.8628075,-88.89387182
2043,Pamela Robinson,2001,"Chicago, Illinois",1,0,illinois,,41.8755546,-87.6244212
8429,Tobias Harris,2013,"Lincolnwood, Illinois",1,29599,illinois,,42.0055985,-87.735572
3842,Omar Mahmood,1998,"Quincy, Illinois",1,0,illinois,,39.9356016,-91.4098727
3848,Bill Dougherty,1998,"Chicago, Illinois",2,15002,illinois,,41.8755546,-87.6244212
2599,Scottie Szewczyk,2006,"Belleville, Illinois",1,8000,illinois,,38.5200504,-89.9839935
2620,Kathleen Fuller,2006,"Champaign, Illinois",1,0,illinois,,40.1164205,-88.2433829
9059,Marlon Morris,2014,"Maywood, Illinois",1,2200,illinois,,41.8791979,-87.8431155
2977,Matt Heller,2002,"Chicago, Illinois",1,0,illinois,,41.8755546,-87.6244212
5367,Tom Witek,2008,"Gurnee, Illinois",3,72600,illinois,,42.3702996,-87.9020186
3128,Douglas Okey,2002,"West Peoria, Illinois",1,0,illinois,,40.6925376,-89.627877
3123,Jen Kaufmann,2002,"Oak Brook, Illinois",1,0,illinois,,41.8328085,-87.9289504
3127,Maria Harrigan,2002,"Chicago, Illinois",1,0,illinois,,41.8755546,-87.6244212
5757,Shawn St. Clair,2009,"Hazel Crest, Illinois",1,15000,illinois,,41.571701,-87.6944915
5755,Pat Arnett,2009,"Mattoon, Illinois",1,7201,illinois,,39.4842821,-88.3773279
4683,Mike Lenahan,1999,"Arlington Heights, Illinois",2,24802,illinois,,42.0812678,-87.9800662
1785,Barbara Watkins,2006,"Oak Park, Illinois",1,1,illinois,,41.8850317,-87.7845025
4641,Betsy Mills,1999,"Monticello, Illinois",2,4398,illinois,,40.026295,-88.567956
4111,John Hill,1999,"Ashton, Illinois",2,20200,illinois,,41.8661417,-89.2212088
712,Nancy Burns,1984,"Chicago, Illinois",1,7000,illinois,,41.8755546,-87.6244212
3966,Ben Taylor,2007,"Rockford, Illinois",2,51198,illinois,,42.2713945,-89.093966
5773,Willie Holmes,2002,"Chicago, Illinois",3,66000,illinois,,41.8755546,-87.6244212
3708,Bill Shields,2000,"Pontiac, Illinois",3,36600,illinois,,40.8808666,-88.6297839
5171,Bob Olsen,1991,"Northbrook, Illinois",1,19400,illinois,,42.1296875,-87.830542
135,Colette Moran,2004,"Chicago, Illinois",1,400,illinois,,41.8755546,-87.6244212
7257,Marge Burgess,1989,"Glenview, Illinois",1,11600,illinois,,42.0700662,-87.8114044
7258,Erin Maxwell,2011,"Chicago, Illinois",1,20800,illinois,,41.8755546,-87.6244212
3889,Bruce Carmen,1998,"Elk Grove Village, Illinois",1,1799,illinois,,42.0041236,-87.9706457
1884,Lucia Flevares,1998,"Champaign, Illinois",1,1500,illinois,,40.1164205,-88.2433829
2665,Neil Tesser,2000,"Chicago, Illinois",1,1,illinois,,41.8755546,-87.6244212
2405,Nanette Wargo,2002,"Sauk Village, Illinois",4,0,illinois,,41.4883685,-87.5675414
8564,Deborah Stowell,2013,"St. Charles, Illinois",1,16701,illinois,,41.9141984,-88.3086977
2323,Dave Moes,1997,"Chicago, Illinois",1,5599,illinois,,41.8755546,-87.6244212
2329,Ronda Barker,1997,"Springfield, Illinois",2,11600,illinois,,39.7989763,-89.6443688
4709,Karen Rosenberg,1999,"Chicago, Illinois",1,1000,illinois,,41.8755546,-87.6244212
4643,Barry Hren,1999,"Wheaton, Illinois",2,18402,illinois,,41.8639233,-88.1129507
2494,Jim Peterson,1997,"Rock Island, Illinois",1,2900,illinois,,41.5094771,-90.5787477
7899,Jeannine DuBois,1997,"Rockford, Illinois",1,2200,illinois,,42.2713945,-89.093966
7270,Ted Sitting Crow Garner,2011,"Chicago, Illinois",2,5000,illinois,,41.8755546,-87.6244212
7644,Vinayak Thiagarajan,2012,"Chicago, Illinois",1,599,illinois,,41.8755546,-87.6244212
1740,Gene Wurth,1998,"Champaign, Illinois",1,6200,illinois,,40.1164205,-88.2433829
3305,Mike Zarren,2000,"Chicago, Illinois",1,8900,illinois,,41.8755546,-87.6244212
8483,Ben Christenson,2013,"Chicago, Illinois",1,10600,illinois,,41.8755546,-87.6244212
